,Theta,Phi
1490,63.9757250119223,-164.32360435521886
1916,63.9757250119223,-105.67640361295781
2165,63.9757250119223,-74.32359502055152
2591,63.9757250119223,-15.676394278290477
140,63.9757250119223,15.67639405091939
566,63.9757250119223,74.3236050384642
815,63.9757250119223,105.67639314030298
1241,63.9757250119223,164.32360071275318
1586,64.4041144766655,-151.37784138729512
1820,64.4041144766655,-118.62215292050323
2261,64.4041144766655,-61.37784571300612
2495,64.4041144766655,-28.622170906592565
236,64.4041144766655,28.622163849032308
470,64.4041144766655,61.377835240351274
911,64.4041144766655,118.6221629384159
1145,64.4041144766655,151.37783774482943
1526,65.3458063179135,-159.47746219568975
1880,65.3458063179135,-110.52253211210858
2201,65.3458063179135,-69.47746652140076
2555,65.3458063179135,-20.522522777441242
176,65.3458063179135,20.522532795353914
530,65.3458063179135,69.47746970912425
851,65.3458063179135,110.52253529983209
1205,65.3458063179135,159.47747221360243
1389,65.47372893087866,-177.43919314666581
2017,65.47372893087866,-92.56080116113253
2064,65.47372893087866,-87.4391974723768
2692,65.47372893087866,-2.5608191472218715
39,65.47372893087866,2.5608103821143233
667,65.47372893087866,87.43918699972197
714,65.47372893087866,92.5608111790452
1342,65.47372893087866,177.43918950420013
1432,65.92935035984272,-172.36798259360643
1974,65.92935035984272,-97.63202537457023
2107,65.92935035984272,-82.3679732589391
2649,65.92935035984272,-7.632016039902899
82,65.92935035984272,7.6320141049845205
624,65.92935035984272,82.36798327685177
757,65.92935035984272,97.6320149019154
1299,65.92935035984272,172.3679926115191
1671,66.03859923561707,-138.99005023304804
1735,66.03859923561707,-131.00994407475028
2346,66.03859923561707,-48.99006821913739
2410,66.03859923561707,-41.00994840046129
321,66.03859923561707,41.00994475799562
385,66.03859923561707,48.99005433138796
996,66.03859923561707,131.00994043228462
1060,66.03859923561707,138.9900602509607
1616,66.34586212561926,-146.9557856733321
1790,66.34586212561926,-123.04420863446623
2291,66.34586212561926,-56.9557899990431
2465,66.34586212561926,-33.04422662055558
266,66.34586212561926,33.04421956299532
440,66.34586212561926,56.955782941482845
941,66.34586212561926,123.0442186523789
1115,66.34586212561926,146.95578203086643
1469,66.80820446072659,-167.4352746165366
1937,66.80820446072659,-102.56473335164009
2144,66.80820446072659,-77.43526528186925
2612,66.80820446072659,-12.564724016972747
119,66.80820446072659,12.564728058469893
587,66.80820446072659,77.43527529978192
794,66.80820446072659,102.56472970917442
1262,66.80820446072659,167.4352709740709
1565,66.99371239858414,-154.87437914796473
1841,66.99371239858414,-115.12561515983361
2240,66.99371239858414,-64.87438347367572
2516,66.99371239858414,-25.125633145922958
215,66.99371239858414,25.125622673268115
491,66.99371239858414,64.87437983121005
890,66.99371239858414,115.12562517774629
1166,66.99371239858414,154.87437550549905
1508,68.05664692778903,-162.69887993659125
1898,68.05664692778903,-107.30111437120709
2183,68.05664692778903,-72.69888426230224
2573,68.05664692778903,-17.301132357296428
158,68.05664692778903,17.301125299736174
548,68.05664692778903,72.69887378964741
833,68.05664692778903,107.30112438911975
1223,68.05664692778903,162.69887629412557
1699,68.31663807854557,-135.00000398408832
2374,68.31663807854557,-45.00000830979934
349,68.31663807854557,45.00000125223908
1024,68.31663807854557,135.00000034162267
1645,68.45059857873703,-142.76956273103127
1761,68.45059857873703,-127.23043157676705
2320,68.45059857873703,-52.76956705674228
2436,68.45059857873703,-37.23044956285639
295,68.45059857873703,37.23043909020156
411,68.45059857873703,52.76956341427661
970,68.45059857873703,127.23044159467972
1086,68.45059857873703,142.76955908856561
1362,68.7194621452254,-179.99999499104368
2037,68.7194621452254,-89.99999931675467
11,68.7194621452254,0.0
687,68.7194621452254,90.00000250447816
1594,68.86706936337856,-150.50977898529985
1812,68.86706936337856,-119.49021532249849
2269,68.86706936337856,-60.50978331101086
2487,68.86706936337856,-29.490233308587825
244,68.86706936337856,29.490222835932983
462,68.86706936337856,60.509779668545185
919,68.86706936337856,119.49022534041116
1137,68.86706936337856,150.5097753428342
1408,68.96127816260054,-175.12670965975292
1998,68.96127816260054,-94.8732846480454
2083,68.96127816260054,-85.12671398546394
2673,68.96127816260054,-4.873302634134749
58,68.96127816260054,4.873293015253554
648,68.96127816260054,85.12671034299827
733,68.96127816260054,94.87329466595807
1323,68.96127816260054,175.12670601728726
1539,69.61367051136348,-158.18412489521282
1867,69.61367051136348,-111.81586941258551
2214,69.61367051136348,-68.18412922092382
2542,69.61367051136348,-21.815887398674857
189,69.61367051136348,21.815876926020017
517,69.61367051136348,68.18412557845815
864,69.61367051136348,111.81587943049819
1192,69.61367051136348,158.18412125274713
1445,69.66670010007945,-170.34921090138243
1961,69.66670010007945,-99.65078340641588
2120,69.66670010007945,-80.34921522709345
2636,69.66670010007945,-9.650774071748547
95,69.66670010007945,9.650784943434862
611,69.66670010007945,80.34921841481695
770,69.66670010007945,99.65078659413939
1286,69.66670010007945,170.3492209192951
1673,70.68301175800984,-138.79355935100511
1733,70.68301175800984,-131.20644861717156
2348,70.68301175800984,-48.79355001633778
2408,70.68301175800984,-41.20643928250422
323,70.68301175800984,41.2064458853223
383,70.68301175800984,48.793556619155865
998,70.68301175800984,131.20644497470587
1058,70.68301175800984,138.79355570853946
1481,70.78387999167259,-165.73754913605987
1925,70.78387999167259,-104.26244517173845
2156,70.78387999167259,-75.73755346177089
2600,70.78387999167259,-14.262435837071116
131,70.78387999167259,14.26244927007837
575,70.78387999167259,75.73754981930522
806,70.78387999167259,104.26244835946196
1250,70.78387999167259,165.7375454935942
1620,70.91997834107427,-146.36595785736648
1786,70.91997834107427,-123.63403645043186
2295,70.91997834107427,-56.36596218307748
2461,70.91997834107427,-33.63402711576452
270,70.91997834107427,33.63403713367719
436,70.91997834107427,56.36596195570639
945,70.91997834107427,123.6340328079662
1111,70.91997834107427,146.36596787527915
1567,71.42063803742538,-153.89126903958976
1839,71.42063803742538,-116.10872526820857
2242,71.42063803742538,-63.89127336530077
2514,71.42063803742538,-26.108715933541234
217,71.42063803742538,26.108725951453902
489,71.42063803742538,63.89127655302426
892,71.42063803742538,116.1087216257429
1164,71.42063803742538,153.89127905750243
1387,72.0324658927076,-177.67428825789764
2019,72.0324658927076,-92.32570604990069
2062,72.0324658927076,-87.67429258360865
2694,72.0324658927076,-2.325724035990033
37,72.0324658927076,2.3257184725336577
669,72.0324658927076,87.67428211095381
712,72.0324658927076,92.32571606781336
1344,72.0324658927076,177.67428461543196
1514,72.24633277599904,-161.3265993096873
1892,72.24633277599904,-108.67340865848936
2189,72.24633277599904,-71.32661729577664
2567,72.24633277599904,-18.673399323822032
164,72.24633277599904,18.67339568135636
542,72.24633277599904,71.32660682312181
839,72.24633277599904,108.67339818583453
1217,72.24633277599904,161.32660932759998
1424,72.54102811792842,-173.07289909708678
1982,72.54102811792842,-96.92709521071156
2099,72.54102811792842,-83.07290342279778
2657,72.54102811792842,-6.927085876044223
74,72.54102811792842,6.927098882164654
632,72.54102811792842,83.07289978033211
749,72.54102811792842,96.92709839843506
1307,72.54102811792842,173.0728954546211
1700,73.01279611409036,-135.00000398408832
2375,73.01279611409036,-45.00000830979934
350,73.01279611409036,45.00000125223908
1025,73.01279611409036,135.00000034162267
1649,73.1132340458354,-142.41829976239586
1757,73.1132340458354,-127.58169454540247
2324,73.1132340458354,-52.418304088106865
2432,73.1132340458354,-37.58171253149181
299,73.1132340458354,37.58170205883697
407,73.1132340458354,52.4183004456412
974,73.1132340458354,127.58170456331514
1082,73.1132340458354,142.4182961199302
1596,73.4257561814985,-149.80480784030615
1810,73.4257561814985,-120.19520012787052
2271,73.4257561814985,-59.804798505638814
2485,73.4257561814985,-30.19519079320318
246,73.4257561814985,30.195190565832096
460,73.4257561814985,59.804808523551486
921,73.4257561814985,120.19519648540485
1135,73.4257561814985,149.8048041978405
1459,73.51213758393166,-168.60494451190127
1947,73.51213758393166,-101.39504979589707
2134,73.51213758393166,-78.60494883761227
2622,73.51213758393166,-11.395067781986404
109,73.51213758393166,11.395059870652501
597,73.51213758393166,78.60493836495743
784,73.51213758393166,101.39505981380972
1272,73.51213758393166,168.6049408694356
1545,73.98740946713782,-157.1217845924657
1861,73.98740946713782,-112.87820971533262
2220,73.98740946713782,-67.12178891817672
2536,73.98740946713782,-22.878227701421963
195,73.98740946713782,22.87821552121983
511,73.98740946713782,67.12178527571105
870,73.98740946713782,112.87821290305612
1186,73.98740946713782,157.12178095000004
1492,74.8733942855152,-164.31674684529216
1914,74.8733942855152,-105.6832611228845
2167,74.8733942855152,-74.3167648313815
2589,74.8733942855152,-15.68325178821717
142,74.8733942855152,15.683248145751499
564,74.8733942855152,74.31675435872667
817,74.8733942855152,105.68325065022967
1239,74.8733942855152,164.31675686320483
1363,75.14402004080944,-179.99999499104368
2038,75.14402004080944,-89.99999931675467
12,75.14402004080944,0.0
688,75.14402004080944,90.00000250447816
1675,75.41347100356644,-138.63914243424946
1731,75.41347100356644,-131.3608655339272
2350,75.41347100356644,-48.63913309958213
2406,75.41347100356644,-41.360856199259864
325,75.41347100356644,41.360862802077946
381,75.41347100356644,48.63913628730563
1000,75.41347100356644,131.36086189146152
1056,75.41347100356644,138.6391387917838
1404,75.4222068155149,-175.60392131668337
2002,75.4222068155149,-94.39607299111495
2079,75.4222068155149,-85.60392564239439
2677,75.4222068155149,-4.396063656447618
54,75.4222068155149,4.396071966812994
652,75.4222068155149,85.60392883011788
729,75.4222068155149,94.39606934864928
1327,75.4222068155149,175.60393133459604
1624,75.58499071400381,-145.90074001261857
1782,75.58499071400381,-124.09925429517976
2299,75.58499071400381,-55.90074433832957
2457,75.58499071400381,-34.09924496051243
274,75.58499071400381,34.0992549784251
432,75.58499071400381,55.900744110958485
949,75.58499071400381,124.09925065271409
1107,75.58499071400381,145.90075003053124
1573,75.94770790987734,-153.10949924756844
1833,75.94770790987734,-116.89050872060822
2248,75.94770790987734,-63.109489912901104
2508,75.94770790987734,-26.890499385940892
223,75.94770790987734,26.890500866117097
483,75.94770790987734,63.109499930813776
898,75.94770790987734,116.89050507814255
1158,75.94770790987734,153.10949560510278
1440,76.22501359017986,-171.3050139134557
1966,76.22501359017986,-98.69499405472098
2115,76.22501359017986,-81.30500457878836
2641,76.22501359017986,-8.694984720053643
90,76.22501359017986,8.694989615324435
616,76.22501359017986,81.30500776651185
765,76.22501359017986,98.69499041225531
1291,76.22501359017986,171.30501027099
1522,76.54760342467955,-160.21952126787662
1884,76.54760342467955,-109.78047303992172
2197,76.54760342467955,-70.21952559358762
2559,76.54760342467955,-19.780463705254377
172,76.54760342467955,19.78047543071434
534,76.54760342467955,70.21952195112195
847,76.54760342467955,109.78047622764521
1209,76.54760342467955,160.21951762541096
1471,77.47458303845535,-167.1640614649737
1935,77.47458303845535,-102.83594650320295
2146,77.47458303845535,-77.16405213030639
2610,77.47458303845535,-12.835937168535613
121,77.47458303845535,12.835940356259114
585,77.47458303845535,77.16406214821906
796,77.47458303845535,102.83594286073728
1260,77.47458303845535,167.16405782250806
1701,77.79185898578078,-135.00000398408832
2376,77.79185898578078,-45.00000830979934
351,77.79185898578078,45.00000125223908
1026,77.79185898578078,135.00000034162267
1651,77.86120589642391,-142.15128034698338
1755,77.86120589642391,-127.84872762119329
2326,77.86120589642391,-52.15127101231605
2430,77.86120589642391,-37.84871828652595
301,77.86120589642391,37.84871805915486
405,77.86120589642391,52.151284445323306
976,77.86120589642391,127.84872397872762
1080,77.86120589642391,142.15127670451773
1602,78.07701938362881,-149.2659878770622
1804,78.07701938362881,-120.73402009111449
2277,78.07701938362881,-59.265978542394855
2479,78.07701938362881,-30.734010756447148
252,78.07701938362881,30.734007113981477
454,78.07701938362881,59.26598856030752
927,78.07701938362881,120.73400278827047
1129,78.07701938362881,149.26599789497484
1385,78.30321475837212,-177.92585778540754
2021,78.30321475837212,-92.07413652239077
2060,78.30321475837212,-87.92586211111856
2696,78.30321475837212,-2.074154508480123
35,78.30321475837212,2.0741476643632786
671,78.30321475837212,87.92585163846371
710,78.30321475837212,92.07414654030345
1346,78.30321475837212,177.9258541429419
1549,78.46519269453897,-156.3012466467154
1857,78.46519269453897,-113.69876132146128
2224,78.46519269453897,-66.30123731204806
2532,78.46519269453897,-23.698751986793933
199,78.46519269453897,23.698755174517434
507,78.46519269453897,66.30124732996073
874,78.46519269453897,113.6987576789956
1182,78.46519269453897,156.30124300424973
1420,78.90389574492889,-173.83155552895676
1986,78.90389574492889,-96.1684524392199
2095,78.90389574492889,-83.83154619428943
2661,78.90389574492889,-6.1684431045525665
70,78.90389574492889,6.168446292276066
636,78.90389574492889,83.8315562122021
745,78.90389574492889,96.16844879675423
1311,78.90389574492889,173.8315518864911
1502,79.0793906254632,-163.19910933102463
1904,79.0793906254632,-106.80089863715203
2177,79.0793906254632,-73.1990999963573
2579,79.0793906254632,-16.800889302484695
152,79.0793906254632,16.800887367566318
554,79.0793906254632,73.19911001426998
827,79.0793906254632,106.8008881644972
1229,79.0793906254632,163.1991193489373
1451,80.02572016515764,-169.87105667834655
1955,80.02572016515764,-100.12895128983014
2126,80.02572016515764,-79.8710473436792
2630,80.02572016515764,-10.1289419551628
101,80.02572016515764,10.128948557980884
605,80.02572016515764,79.8710505314027
776,80.02572016515764,100.12894764736447
1280,80.02572016515764,169.87105303588086
1677,80.22280527365835,-138.52738687904971
1729,80.22280527365835,-131.47262108912696
2352,80.22280527365835,-48.527391204760725
2404,80.22280527365835,-41.47262541483796
327,80.22280527365835,41.472614942183114
379,80.22280527365835,48.52738414720047
1002,80.22280527365835,131.47261744666127
1054,80.22280527365835,138.52738323658406
1628,80.33363192313098,-145.56298715816143
1778,80.33363192313098,-124.43702081001524
2303,80.33363192313098,-55.5629778234941
2453,80.33363192313098,-34.4370114753479
278,80.33363192313098,34.437018078165984
428,80.33363192313098,55.562984426312184
953,80.33363192313098,124.43701716754957
1103,80.33363192313098,145.56298351569578
1577,80.56798937393246,-152.53779875366004
1829,80.56798937393246,-117.46219555413829
2252,80.56798937393246,-62.53780307937104
2504,80.56798937393246,-27.462186219470958
227,80.56798937393246,27.46219794493092
479,80.56798937393246,62.53779943690537
902,80.56798937393246,117.46219191167262
1154,80.56798937393246,152.53779511119436
1528,80.95580068481661,-159.39917456742307
1878,80.95580068481661,-110.6008334007536
2203,80.95580068481661,-69.39916523275573
2553,80.95580068481661,-20.60082406608627
178,80.95580068481661,20.60082725380977
528,80.95580068481661,69.39917525066839
853,80.95580068481661,110.60082975828793
1203,80.95580068481661,159.3991709249574
1364,81.18137451234546,-179.99999499104368
2039,81.18137451234546,-89.99999931675467
13,81.18137451234546,0.0
689,81.18137451234546,90.00000250447816
1400,81.52649031072785,-176.16298596062725
2006,81.52649031072785,-93.83700834717106
2075,81.52649031072785,-86.16299028633827
2681,81.52649031072785,-3.837026333260414
50,81.52649031072785,3.83701543371875
656,81.52649031072785,86.1629866438726
725,81.52649031072785,93.83701836508374
1331,81.52649031072785,176.1629823181616
1479,81.55694612423694,-166.0710672732316
1927,81.55694612423694,-103.92894069494507
2154,81.55694612423694,-76.07105793856427
2602,81.55694612423694,-13.928931360277733
129,81.55694612423694,13.928937109322172
577,81.55694612423694,76.07106112628776
804,81.55694612423694,103.9289370524794
1252,81.55694612423694,166.07106363076593
1430,82.49559853130428,-172.43038320186366
1976,82.49559853130428,-97.569624766313
2105,82.49559853130428,-82.43037386719634
2651,82.49559853130428,-7.569615431645662
80,82.49559853130428,7.569613496727284
626,82.49559853130428,82.43038388510901
755,82.49559853130428,97.56961429365816
1301,82.49559853130428,172.430379559398
1702,82.64214023994691,-135.00000398408832
2377,82.64214023994691,-45.00000830979934
352,82.64214023994691,45.00000125223908
1027,82.64214023994691,135.00000034162267
1653,82.68262960134675,-141.9707447868416
1753,82.68262960134675,-128.02926318133507
2328,82.68262960134675,-51.970735452174274
2428,82.68262960134675,-38.02925384666773
303,82.68262960134675,38.02925361929664
403,82.68262960134675,51.97074547008694
978,82.68262960134675,128.02925953886938
1078,82.68262960134675,141.97074114437595
1604,82.80860561039846,-148.9000263413329
1802,82.80860561039846,-121.09998162684377
2279,82.80860561039846,-58.90001700666557
2477,82.80860561039846,-31.09997229217643
254,82.80860561039846,31.09996864971076
452,82.80860561039846,58.90003385476741
929,82.80860561039846,121.09996432399976
1127,82.80860561039846,148.90003635924558
1555,83.03508785308692,-155.7389308327266
1851,83.03508785308692,-114.26107713545008
2230,83.03508785308692,-65.73892149805926
2526,83.03508785308692,-24.261067800782744
205,83.03508785308692,24.26106928095895
501,83.03508785308692,65.73893151597193
880,83.03508785308692,114.26106666279524
1176,83.03508785308692,155.7389271902609
1510,83.39347470902665,-162.42052240715654
1896,83.39347470902665,-107.57948556102012
2185,83.39347470902665,-72.42054039324589
2571,83.39347470902665,-17.57947622635279
160,83.39347470902665,17.579472583887117
546,83.39347470902665,72.42052992059105
835,83.39347470902665,107.57947508836529
1221,83.39347470902665,162.4205324250692
1457,83.94730059787713,-168.84090022696853
1949,83.94730059787713,-101.15910774120815
2132,83.94730059787713,-78.84089089230119
2624,83.94730059787713,-11.159098406540803
107,83.94730059787713,11.159102448037949
599,83.94730059787713,78.8408940800247
782,83.94730059787713,101.15910409874247
1274,83.94730059787713,168.84089658450287
1383,84.06524430446491,-178.25169878995217
2023,84.06524430446491,-91.74830917822449
2058,84.06524430446491,-88.25168945528485
2698,84.06524430446491,-1.7482998435571548
33,84.06524430446491,1.74830591276671
673,84.06524430446491,88.25169264300834
708,84.06524430446491,91.74830553575882
1348,84.06524430446491,178.25169514748652
1410,84.8401429261812,-174.8190915999139
1996,84.8401429261812,-95.18091636826279
2085,84.8401429261812,-84.81908226524655
2671,84.8401429261812,-5.180907033595443
60,84.8401429261812,5.180908086884826
646,84.8401429261812,84.81909228315922
735,84.8401429261812,95.18090589560794
1321,84.8401429261812,174.81908795744823
1679,85.09411668027896,-138.45952211945647
1727,85.09411668027896,-131.54047218834185
2354,85.09411668027896,-48.45952644516748
2402,85.09411668027896,-41.54046285367452
329,85.09411668027896,41.54047628668177
377,85.09411668027896,48.459522802701805
1004,85.09411668027896,131.54048220625452
1052,85.09411668027896,138.4595184769908
1630,85.14832106153217,-145.3573848037657
1776,85.14832106153217,-124.64260950403262
2305,85.14832106153217,-55.357389129476715
2451,85.14832106153217,-34.64262749012197
280,85.14832106153217,34.642617017467124
426,85.14832106153217,55.35738207191646
955,85.14832106153217,124.64261952194529
1101,85.14832106153217,145.35738116130005
1581,85.26287699429163,-152.18784718134526
1825,85.26287699429163,-117.81214712645307
2256,85.26287699429163,-62.187851507056266
2500,85.26287699429163,-27.812137791785734
231,85.26287699429163,27.812149517245693
475,85.26287699429163,62.187847864590594
906,85.26287699429163,117.8121434839874
1150,85.26287699429163,152.18785719925793
1534,85.45227813997609,-158.8916505309561
1872,85.45227813997609,-111.10834377684223
2209,85.45227813997609,-68.8916548566671
2547,85.45227813997609,-21.108334442174897
184,85.45227813997609,21.108342752540274
522,85.45227813997609,68.8916580443906
859,85.45227813997609,111.10834013437656
1197,85.45227813997609,158.89166054886877
1485,85.74571672709817,-165.3810405821419
1921,85.74571672709817,-104.61895372565644
2160,85.74571672709817,-75.3810449078529
2596,85.74571672709817,-14.618971711745782
135,85.74571672709817,14.618964654185527
571,85.74571672709817,75.38103443519806
810,85.74571672709817,104.61896374356911
1246,85.74571672709817,165.38103693967622
1436,86.20493083556565,-171.50773392802168
1970,86.20493083556565,-98.492274040155
2111,86.20493083556565,-81.50772459335434
2645,86.20493083556565,-8.492264705487665
86,86.20493083556565,8.492269600758457
620,86.20493083556565,81.50772778107783
761,86.20493083556565,98.49227039768932
1295,86.20493083556565,171.507730285556
1365,86.48926478052411,-179.99999499104368
2040,86.48926478052411,-89.99999931675467
14,86.48926478052411,0.0
690,86.48926478052411,90.00000250447816
1393,86.9900610806586,-176.98590081220874
2013,86.9900610806586,-93.01410715596793
2068,86.9900610806586,-86.9858914775414
2688,86.9900610806586,-3.014097821300598
43,86.9900610806586,3.0141007955806853
663,86.9900610806586,86.98590149545407
718,86.9900610806586,93.01410351350226
1338,86.9900610806586,176.98589716974305
1703,87.54150323348875,-135.00000398408832
2378,87.54150323348875,-45.00000830979934
353,87.54150323348875,45.00000125223908
1028,87.54150323348875,135.00000034162267
1655,87.55478795142443,-141.87950711990857
1751,87.55478795142443,-128.12048718788975
2330,87.55478795142443,-51.879511445619585
2426,87.55478795142443,-38.12047785322242
305,87.55478795142443,38.12049128622967
401,87.55478795142443,51.87950780315391
980,87.55478795142443,128.12049720580242
1076,87.55478795142443,141.8795034774429
1606,87.59612425628134,-148.71451840347535
1800,87.59612425628134,-121.28548956470131
2281,87.59612425628134,-58.71450906880802
2475,87.59612425628134,-31.285480230033976
256,87.59612425628134,31.285483417757476
450,87.59612425628134,58.71451908672069
931,87.59612425628134,121.28548592223564
1125,87.59612425628134,148.7145147610097
1559,87.67038207293773,-155.45210386872108
1847,87.67038207293773,-114.54789043907725
2234,87.67038207293773,-65.45210819443209
2522,87.67038207293773,-24.547908425166597
209,87.67038207293773,24.54789966005905
497,87.67038207293773,65.45209772177724
884,87.67038207293773,114.54790045698992
1172,87.67038207293773,155.4521002262554
1512,87.7877588738244,-162.0186067556363
1894,87.7877588738244,-107.98140121254036
2187,87.7877588738244,-72.01859742096897
2569,87.7877588738244,-17.98139187787302
162,87.7877588738244,17.98139506559652
544,87.7877588738244,72.01860743888165
837,87.7877588738244,107.98139757007469
1219,87.7877588738244,162.01860311317066
1463,87.96894330193733,-168.29575550855313
1943,87.96894330193733,-101.7042387992452
2138,87.96894330193733,-78.29575983426413
2618,87.96894330193733,-11.70422946457786
113,87.96894330193733,11.704242897585114
593,87.96894330193733,78.29575619179846
788,87.96894330193733,101.7042419869687
1268,87.96894330193733,168.29575186608747
1418,88.26107049273877,-174.06249788517323
1988,88.26107049273877,-95.93751008300343
2093,88.26107049273877,-84.06251587126259
2663,88.26107049273877,-5.937500748336095
68,88.26107049273877,5.937497105870424
638,88.26107049273877,84.06250539860774
743,88.26107049273877,95.9374996103486
1313,88.26107049273877,174.0625079030859
1381,88.81643317415251,-178.81618660409706
2025,88.81643317415251,-91.18380770370128
2056,88.81643317415251,-88.81619092980806
2700,88.81643317415251,-1.183825689790621
31,88.81643317415251,1.1838169246830725
675,88.81643317415251,88.81618045715322
706,88.81643317415251,91.18381772161395
1350,88.81643317415251,178.81618296163137
1366,90.00000250447816,-179.99999499104368
1399,90.00000250447816,-176.48926409727878
1442,90.00000250447816,-171.18137382910012
1487,90.00000250447816,-165.1440193575641
1536,90.00000250447816,-158.71946146198007
1583,90.00000250447816,-152.0698351728658
1632,90.00000250447816,-145.28826328936518
1681,90.00000250447816,-138.4367366083853
1726,90.00000250447816,-131.56325769941301
1775,90.00000250447816,-124.71173101843316
1824,90.00000250447816,-117.9301727953109
1871,90.00000250447816,-111.2805465061966
1920,90.00000250447816,-104.85598861061256
1965,90.00000250447816,-98.81862047869821
2008,90.00000250447816,-93.5107438708979
2041,90.00000250447816,-89.99999931675467
2074,90.00000250447816,-86.48925476261144
2117,90.00000250447816,-81.18137815481113
2162,90.00000250447816,-75.14401002289678
2211,90.00000250447816,-68.71945212731274
2258,90.00000250447816,-62.06982583819845
2307,90.00000250447816,-55.28826761507619
2356,90.00000250447816,-48.43674093409631
2401,90.00000250447816,-41.56324836474568
2450,90.00000250447816,-34.711749004522495
2499,90.00000250447816,-27.930163460643552
2546,90.00000250447816,-21.280537171529257
2595,90.00000250447816,-14.855979275945225
2640,90.00000250447816,-8.818611144030873
2683,90.00000250447816,-3.510734536230565
15,90.00000250447816,0.0
49,90.00000250447816,3.5107349491897137
92,90.00000250447816,8.818622869490836
137,90.00000250447816,14.855980756121431
186,90.00000250447816,21.28053523661088
233,90.00000250447816,27.930163233272467
282,90.00000250447816,34.71173511677306
331,90.00000250447816,41.563258382658354
376,90.00000250447816,48.43674070672523
425,90.00000250447816,55.288263972610515
474,90.00000250447816,62.06983585611111
521,90.00000250447816,68.7194621452254
570,90.00000250447816,75.14402004080944
615,90.00000250447816,81.18137451234546
658,90.00000250447816,86.48926478052411
691,90.00000250447816,90.00000250447816
724,90.00000250447816,93.51073339824306
767,90.00000250447816,98.81862366642171
812,90.00000250447816,104.85597813795772
861,90.00000250447816,111.28053603354175
908,90.00000250447816,117.93016915284522
957,90.00000250447816,124.71174103634581
1006,90.00000250447816,131.56325405694736
1051,90.00000250447816,138.43674662629797
1100,90.00000250447816,145.28825964689952
1149,90.00000250447816,152.0698315304001
1196,90.00000250447816,158.71945781951442
1245,90.00000250447816,165.14401571509845
1290,90.00000250447816,171.18137018663444
1333,90.00000250447816,176.4892604548131
1382,91.18356500461465,-178.81618660409706
2026,91.18356500461465,-91.18380770370128
2057,91.18356500461465,-88.81619092980806
2701,91.18356500461465,-1.183825689790621
32,91.18356500461465,1.1838169246830725
676,91.18356500461465,88.81618045715322
707,91.18356500461465,91.18381772161395
1351,91.18356500461465,178.81618296163137
1419,91.73893451621757,-174.06249788517323
1989,91.73893451621757,-95.93751008300343
2094,91.73893451621757,-84.06251587126259
2664,91.73893451621757,-5.937500748336095
69,91.73893451621757,5.937497105870424
639,91.73893451621757,84.06250539860774
744,91.73893451621757,95.9374996103486
1314,91.73893451621757,174.0625079030859
1464,92.03105487682984,-168.29575550855313
1944,92.03105487682984,-101.7042387992452
2139,92.03105487682984,-78.29575983426413
2619,92.03105487682984,-11.70422946457786
114,92.03105487682984,11.704242897585114
594,92.03105487682984,78.29575619179846
789,92.03105487682984,101.7042419869687
1269,92.03105487682984,168.29575186608747
1513,92.21223930494277,-162.0186067556363
1895,92.21223930494277,-107.98140121254036
2188,92.21223930494277,-72.01859742096897
2570,92.21223930494277,-17.98139187787302
163,92.21223930494277,17.98139506559652
545,92.21223930494277,72.01860743888165
838,92.21223930494277,107.98139757007469
1220,92.21223930494277,162.01860311317066
1560,92.32961610582943,-155.45210386872108
1848,92.32961610582943,-114.54789043907725
2235,92.32961610582943,-65.45210819443209
2523,92.32961610582943,-24.547908425166597
210,92.32961610582943,24.54789966005905
498,92.32961610582943,65.45209772177724
885,92.32961610582943,114.54790045698992
1173,92.32961610582943,155.4521002262554
1607,92.40387392248581,-148.71451840347535
1801,92.40387392248581,-121.28548956470131
2282,92.40387392248581,-58.71450906880802
2476,92.40387392248581,-31.285480230033976
257,92.40387392248581,31.285483417757476
451,92.40387392248581,58.71451908672069
932,92.40387392248581,121.28548592223564
1126,92.40387392248581,148.7145147610097
1656,92.44521022734273,-141.87950711990857
1752,92.44521022734273,-128.12048718788975
2331,92.44521022734273,-51.879511445619585
2427,92.44521022734273,-38.12047785322242
306,92.44521022734273,38.12049128622967
402,92.44521022734273,51.87950780315391
981,92.44521022734273,128.12049720580242
1077,92.44521022734273,141.8795034774429
1704,92.45850177546758,-135.00000398408832
2379,92.45850177546758,-45.00000830979934
354,92.45850177546758,45.00000125223908
1029,92.45850177546758,135.00000034162267
1394,93.00993709810855,-176.98590081220874
2014,93.00993709810855,-93.01410715596793
2069,93.00993709810855,-86.9858914775414
2689,93.00993709810855,-3.014097821300598
44,93.00993709810855,3.0141007955806853
664,93.00993709810855,86.98590149545407
719,93.00993709810855,93.01410351350226
1339,93.00993709810855,176.98589716974305
1367,93.51073339824306,-179.99999499104368
2042,93.51073339824306,-89.99999931675467
16,93.51073339824306,0.0
692,93.51073339824306,90.00000250447816
1437,93.79506734320152,-171.50773392802168
1971,93.79506734320152,-98.492274040155
2112,93.79506734320152,-81.50772459335434
2646,93.79506734320152,-8.492264705487665
87,93.79506734320152,8.492269600758457
621,93.79506734320152,81.50772778107783
762,93.79506734320152,98.49227039768932
1296,93.79506734320152,171.507730285556
1486,94.25428145166899,-165.3810405821419
1922,94.25428145166899,-104.61895372565644
2161,94.25428145166899,-75.3810449078529
2597,94.25428145166899,-14.618971711745782
